text_a;text_b;is_true;explanation;difficulty;is_active
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le tèmoin indique avoir vu un individu quitter le secteur rue des Acacias à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « é » a été remplacé par « è ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Lina Dumas, YK-738-BC, 69 impasse du Moulin;Lina Dumas, YK-738-BC, 69 impasse du Moulin;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Dacia Duster blanc, plaque KA-468-QX, vu le 25/03/2026 à 22h15.;Signalement : Dacia Duster blanc. plaque KA-468-QX, vu le 25/03/2026 à 22h15.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « , » a été remplacé par « . ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Nora Valette, CY-594-FT, 74 boulevard Carnot;Nora Valette, CYD594-FT, 74 boulevard Carnot;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 17 : « - » devient « D ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Peugeot 308 blanc, plaque DW-265-EN, vu le 11/02/2026 à 15h05.;Signalement : Peugeot 308 blanc, plaque DW-265-EN, vu le 11/02/2026 à 15h05.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur allée des Pins à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le tèmoin indique avoir vu un individu quitter le secteur allée des Pins à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « é » a été remplacé par « è ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Lucas Lemoine, CE-332-AI, 95 allée des Pins;Lucas Lemoine, CE-332-AI, 95 allée des Pins;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Citroën C3 blanc, plaque JZ-124-DP, vu le 26/04/2026 à 8h30.;Signalement : Citroën C3 blanc, plaque JZ-I24-DP, vu le 26/04/2026 à 8h30.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 1 » a été remplacé par « I ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Élise Martin, WA-556-LS, 20 impasse du Moulin;Élise Martin, WA-556-LS, 20 impasse duOMoulin;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 39 : «   » devient « O ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Peugeot 308 bleu, plaque MM-124-TC, vu le 25/03/2026 à 21h05.;Signalement : Peugeot 308 bleu, plaque MM-124-TC, vu le 25/03/2026 à 21h05.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur avenue Victor-Hugo à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoln indique avoir vu un individu quitter le secteur avenue Victor-Hugo à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « i » a été remplacé par « l ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Sarah Roche, ZT-922-ZR, 23 boulevard Carnot;Sarah Roche, ZT-922-ZR, 23 boulevard Carnot;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Peugeot 308 noir, plaque ZV-319-FK, vu le 11/09/2026 à 9h30.;Signalement : Peugeot 3O8 noir, plaque ZV-319-FK, vu le 11/09/2026 à 9h30.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 0 » a été remplacé par « O ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Lucas Bernier, DI-280-WY, 2 impasse du Moulin;Lucas Bernier, DI-280-WY, 2 impasse du Moulin;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Peugeot 308 noir, plaque UG-779-LE, vu le 25/07/2026 à 8h05.;Signalement : Peugeot 308 noir. plaque UG-779-LE, vu le 25/07/2026 à 8h05.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « , » a été remplacé par « . ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Yanis Perrin, YL-856-YP, 67 boulevard Carnot;Yanis Perrin, YL-856-YP, 67 boulevard CaAnot;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 41 : « r » devient « A ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Peugeot 308 bleu, plaque LB-699-TE, vu le 18/06/2026 à 17h15.;Signalement : Peugeot 308 bleu, plaque LB-699-TE, vu le 18/06/2026 à 17h15.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur boulevard Carnot à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal :  le témoin indique avoir vu un individu quitter le secteur boulevard Carnot à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : «  l » a été remplacé par «   l ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Sarah Roche, NP-290-TY, 60 avenue Victor-Hugo;Sarah Roche, NP-290-TY, 60 avenue Victor-Hugo;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Toyota Yaris noir, plaque TF-973-VL, vu le 14/08/2026 à 10h30.;Signalement : Toyota Yaris noir, plaque TF-973-VL, vu le 14/O8/2026 à 10h30.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 0 » a été remplacé par « O ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Lucas Bernier, QE-238-HE, 67 boulevard Carnot;Lucas BernierY QE-238-HE, 67 boulevard Carnot;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 14 : « , » devient « Y ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Dacia Duster blanc, plaque TB-609-FM, vu le 17/06/2026 à 11h30.;Signalement : Dacia Duster blanc, plaque TB-609-FM, vu le 17/06/2026 à 11h30.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur avenue Victor-Hugo à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";Procès-verbal : le témoin indique avoir vu un individu quitter le secteur avenue Victor-Hugo à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide , la déclaration a été relue puis signée sans réserve.;false;"Les deux textes ne sont pas strictement identiques. Différence localisée : « ; » a été remplacé par « , ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.";hard;true
Noam Bernier, XW-883-DB, 39 avenue Victor-Hugo;Noam Bernier, XW-883-DB, 39 avenue Victor-Hugo;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Dacia Duster noir, plaque NJ-582-EK, vu le 11/01/2026 à 7h30.;Signalement : Dacia Duster noir, plaque NJ-582-EK, vu le 11/O1/2026 à 7h30.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 0 » a été remplacé par « O ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Noam Martin, VQ-491-DG, 85 avenue Victor-Hugo;Noam Martin, KQ-491-DG, 85 avenue Victor-Hugo;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 14 : « V » devient « K ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Dacia Duster bleu, plaque LQ-973-PR, vu le 23/03/2026 à 12h15.;Signalement : Dacia Duster bleu, plaque LQ-973-PR, vu le 23/03/2026 à 12h15.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur boulevard Carnot à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le tèmoin indique avoir vu un individu quitter le secteur boulevard Carnot à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « é » a été remplacé par « è ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Noam Martin, ZB-732-II, 90 boulevard Carnot;Noam Martin, ZB-732-II, 90 boulevard Carnot;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Dacia Duster gris, plaque ME-583-VA, vu le 25/01/2026 à 13h45.;Signalement : Dacia Duster gris. plaque ME-583-VA, vu le 25/01/2026 à 13h45.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « , » a été remplacé par « . ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur impasse du Moulin à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur impasse du Moulin à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;hard;true
Sarah Valette, YM-599-ZY, 97 rue des Acacias;Sarah Valette, YM-599-ZY, 97 avenue des Acacias;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « rue » a été remplacé par « avenue ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Dacia Duster bleu, plaque KZ-941-CE, vu le 25/02/2026 à 7h05.;Signalement : Dacia Duster bleu, plaque KZ-941-CE, vu le 25/02/2026 à 7h05.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur impasse du Moulin à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le térnoin indique avoir vu un individu quitter le secteur impasse du Moulin à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « m » a été remplacé par « rn ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Lucas Roche, EX-598-VP, 56 allée des Pins;Lucas Roche, EX-598-VP, 56 allée des Pins;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Renault Clio noir, plaque GK-133-GJ, vu le 20/02/2026 à 12h05.;Signalement : Renault Clio noir. plaque GK-133-GJ, vu le 20/02/2026 à 12h05.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « , » a été remplacé par « . ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Noam Blanc, SM-678-ZN, 52 impasse du Moulin;Noam Blanc, SM-678-ZN, 52 impasse du MoBlin;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 40 : « u » devient « B ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Ford Focus blanc, plaque XL-975-RI, vu le 18/07/2026 à 15h30.;Signalement : Ford Focus blanc, plaque XL-975-RI, vu le 18/07/2026 à 15h30.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Draguignan, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal :  le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Draguignan, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : «  l » a été remplacé par «   l ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Nora Valette, TR-250-JY, 92 impasse du Moulin;Nora Valette, TR-250-JY, 92 impasse du Moulin;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Ford Focus bleu, plaque RV-238-HL, vu le 28/02/2026 à 7h30.;Signalement : Ford Focus bleu. plaque RV-238-HL, vu le 28/02/2026 à 7h30.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « , » a été remplacé par « . ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Sarah Moreau, RV-483-DD, 95 impasse du Moulin;Sarah Moreau, RV-483-DD, 95 impasse du Mouli1;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 45 : « n » devient « 1 ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Ford Focus blanc, plaque QP-206-KI, vu le 21/06/2026 à 12h45.;Signalement : Ford Focus blanc, plaque QP-206-KI, vu le 21/06/2026 à 12h45.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur allée des Pins à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le tèmoin indique avoir vu un individu quitter le secteur allée des Pins à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « é » a été remplacé par « è ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Lina Garnier, YU-392-TR, 40 rue des Acacias;Lina Garnier, YU-392-TR, 40 rue des Acacias;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Renault Clio blanc, plaque QO-170-QM, vu le 16/02/2026 à 21h30.;Signalement : Renault Clio blanc. plaque QO-170-QM, vu le 16/02/2026 à 21h30.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « , » a été remplacé par « . ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Clara Blanc, IT-276-QV, 49 allée des Pins;Clara Blanc, IT-276-QV,L49 allée des Pins;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 24 : «   » devient « L ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Toyota Yaris blanc, plaque HN-117-FX, vu le 21/05/2026 à 19h30.;Signalement : Toyota Yaris blanc, plaque HN-117-FX, vu le 21/05/2026 à 19h30.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le térnoin indique avoir vu un individu quitter le secteur rue des Acacias à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « m » a été remplacé par « rn ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Hugo Blanc, HV-827-SN, 43 rue des Acacias;Hugo Blanc, HV-827-SN, 43 rue des Acacias;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Toyota Yaris noir, plaque UT-988-MO, vu le 27/05/2026 à 17h05.;Signalement : Toyota Yaris noir, plaque UT-988-MO, vu le 27/05/2026 à I7h05.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 1 » a été remplacé par « I ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Lina Garnier, GB-720-VG, 29 impasse du Moulin;Lina Garnier, GB-720-VG,I29 impasse du Moulin;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 25 : «   » devient « I ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Renault Clio gris, plaque CO-276-XN, vu le 15/09/2026 à 19h30.;Signalement : Renault Clio gris, plaque CO-276-XN, vu le 15/09/2026 à 19h30.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur impasse du Moulin à Draguignan, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal :  le témoin indique avoir vu un individu quitter le secteur impasse du Moulin à Draguignan, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : «  l » a été remplacé par «   l ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Élise Perrin, FO-455-NW, 31 avenue Victor-Hugo;Élise Perrin, FO-455-NW, 31 avenue Victor-Hugo;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Toyota Yaris gris, plaque SI-468-GE, vu le 11/02/2026 à 8h45.;Signalement : Toyota Yaris gris. plaque SI-468-GE, vu le 11/02/2026 à 8h45.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « , » a été remplacé par « . ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Hugo Dumas, ZA-707-OR, 44 allée des Pins;Hugo Dumas, ZA-707-OR, 44 allée des Pins;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Renault Clio gris, plaque GY-577-YE, vu le 19/07/2026 à 20h30.;Signalement : Renault Clio gris. plaque GY-577-YE, vu le 19/07/2026 à 20h30.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « , » a été remplacé par « . ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Nora Martin, KE-527-FE, 24 allée des Pins;Nora Martin, KE-527-FE, 24 alléS des Pins;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 32 : « e » devient « S ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Toyota Yaris blanc, plaque BP-799-OL, vu le 21/08/2026 à 15h15.;Signalement : Toyota Yaris blanc, plaque BP-799-OL, vu le 21/08/2026 à 15h15.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur boulevard Carnot à Fréjus, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoln indique avoir vu un individu quitter le secteur boulevard Carnot à Fréjus, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « i » a été remplacé par « l ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Lucas Bernier, VK-717-CL, 96 allée des Pins;Lucas Bernier, VK-717-CL, 96 allée des Pins;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
