module;category;difficulty;question;prompt;stimulus;options;answer;explanation;hint;is_active
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-769-AB-64;Comparez les propositions au modèle.;"[""PV-769-AB-64"", ""VP-769-AB-64"", ""PV 769-AB-64"", ""PV-769-AB-65""]";PV-769-AB-64;La séquence correcte est « PV-769-AB-64 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-587-CA-91;Comparez les propositions au modèle.;"[""PV-587-CA-92"", ""PV 587-CA-91"", ""PV-587-CA-91"", ""VP-587-CA-91""]";PV-587-CA-91;La séquence correcte est « PV-587-CA-91 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 6 » contient la suite ?;Comptez uniquement le chiffre demandé.;8636358891258962386174;"[""6"", ""4"", ""5"", ""3""]";4;Le chiffre « 6 » apparaît aux positions [2, 4, 15, 19], soit 4 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-568-AC-82;Comparez les propositions au modèle.;"[""VP-568-AC-82"", ""PV-568-AC-82"", ""PV 568-AC-82"", ""PV-568-AC-83""]";PV-568-AC-82;La séquence correcte est « PV-568-AC-82 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Combien de chiffres « 9 » contient la suite ?;Comptez uniquement le chiffre demandé.;5747774427583972596136416418;"[""4"", ""2"", ""1"", ""3""]";2;Le chiffre « 9 » apparaît aux positions [14, 18], soit 2 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-993-AC-62;Comparez les propositions au modèle.;"[""VP-993-AC-62"", ""PV 993-AC-62"", ""PV-993-AC-62"", ""PV-993-AC-63""]";PV-993-AC-62;La séquence correcte est « PV-993-AC-62 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 8 » contient la suite ?;Comptez uniquement le chiffre demandé.;71729945884522618514663559295435;"[""3"", ""5"", ""2"", ""4""]";3;Le chiffre « 8 » apparaît aux positions [9, 10, 17], soit 3 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Combien de chiffres « 8 » contient la suite ?;Comptez uniquement le chiffre demandé.;2692126141121922521264692322;"[""0"", ""1"", ""2"", ""3""]";0;Le chiffre « 8 » apparaît aux positions [], soit 0 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-957-AC-82;Comparez les propositions au modèle.;"[""VP-957-AC-82"", ""PV-957-AC-83"", ""PV-957-AC-82"", ""PV 957-AC-82""]";PV-957-AC-82;La séquence correcte est « PV-957-AC-82 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-517-CA-57;Comparez les propositions au modèle.;"[""PV-517-CA-58"", ""PV 517-CA-57"", ""VP-517-CA-57"", ""PV-517-CA-57""]";PV-517-CA-57;La séquence correcte est « PV-517-CA-57 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-522-AB-93;Comparez les propositions au modèle.;"[""VP-522-AB-93"", ""PV-522-AB-93"", ""PV 522-AB-93"", ""PV-522-AB-94""]";PV-522-AB-93;La séquence correcte est « PV-522-AB-93 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-692-AB-83;Comparez les propositions au modèle.;"[""PV-692-AB-83"", ""PV-692-AB-84"", ""PV 692-AB-83"", ""VP-692-AB-83""]";PV-692-AB-83;La séquence correcte est « PV-692-AB-83 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-112-AB-72;Comparez les propositions au modèle.;"[""PV 112-AB-72"", ""VP-112-AB-72"", ""PV-112-AB-72"", ""PV-112-AB-73""]";PV-112-AB-72;La séquence correcte est « PV-112-AB-72 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-551-AB-81;Comparez les propositions au modèle.;"[""VP-551-AB-81"", ""PV-551-AB-82"", ""PV 551-AB-81"", ""PV-551-AB-81""]";PV-551-AB-81;La séquence correcte est « PV-551-AB-81 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-626-BA-45;Comparez les propositions au modèle.;"[""PV 626-BA-45"", ""PV-626-BA-46"", ""PV-626-BA-45"", ""VP-626-BA-45""]";PV-626-BA-45;La séquence correcte est « PV-626-BA-45 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 2 » contient la suite ?;Comptez uniquement le chiffre demandé.;255112289239563476743;"[""6"", ""3"", ""4"", ""5""]";4;Le chiffre « 2 » apparaît aux positions [1, 6, 7, 10], soit 4 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-229-AC-13;Comparez les propositions au modèle.;"[""PV 229-AC-13"", ""VP-229-AC-13"", ""PV-229-AC-13"", ""PV-229-AC-14""]";PV-229-AC-13;La séquence correcte est « PV-229-AC-13 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-671-CA-55;Comparez les propositions au modèle.;"[""PV 671-CA-55"", ""VP-671-CA-55"", ""PV-671-CA-55"", ""PV-671-CA-56""]";PV-671-CA-55;La séquence correcte est « PV-671-CA-55 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-827-AB-60;Comparez les propositions au modèle.;"[""VP-827-AB-60"", ""PV-827-AB-60"", ""PV-827-AB-61"", ""PV 827-AB-60""]";PV-827-AB-60;La séquence correcte est « PV-827-AB-60 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-968-AC-25;Comparez les propositions au modèle.;"[""PV-968-AC-25"", ""PV-968-AC-26"", ""VP-968-AC-25"", ""PV 968-AC-25""]";PV-968-AC-25;La séquence correcte est « PV-968-AC-25 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-128-BA-47;Comparez les propositions au modèle.;"[""PV-128-BA-48"", ""VP-128-BA-47"", ""PV 128-BA-47"", ""PV-128-BA-47""]";PV-128-BA-47;La séquence correcte est « PV-128-BA-47 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-827-BA-29;Comparez les propositions au modèle.;"[""PV-827-BA-29"", ""VP-827-BA-29"", ""PV-827-BA-20"", ""PV 827-BA-29""]";PV-827-BA-29;La séquence correcte est « PV-827-BA-29 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-175-CA-61;Comparez les propositions au modèle.;"[""PV 175-CA-61"", ""VP-175-CA-61"", ""PV-175-CA-61"", ""PV-175-CA-62""]";PV-175-CA-61;La séquence correcte est « PV-175-CA-61 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 7 » contient la suite ?;Comptez uniquement le chiffre demandé.;84323731533325337917612726546242;"[""3"", ""5"", ""4"", ""6""]";4;Le chiffre « 7 » apparaît aux positions [6, 17, 20, 24], soit 4 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-670-AB-92;Comparez les propositions au modèle.;"[""PV-670-AB-92"", ""PV 670-AB-92"", ""VP-670-AB-92"", ""PV-670-AB-93""]";PV-670-AB-92;La séquence correcte est « PV-670-AB-92 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-219-AC-56;Comparez les propositions au modèle.;"[""PV-219-AC-57"", ""VP-219-AC-56"", ""PV-219-AC-56"", ""PV 219-AC-56""]";PV-219-AC-56;La séquence correcte est « PV-219-AC-56 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 1 » contient la suite ?;Comptez uniquement le chiffre demandé.;6286557146958578343385373969;"[""2"", ""1"", ""3"", ""0""]";1;Le chiffre « 1 » apparaît aux positions [8], soit 1 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 1 » contient la suite ?;Comptez uniquement le chiffre demandé.;6944557634372277564784969915;"[""0"", ""3"", ""1"", ""2""]";1;Le chiffre « 1 » apparaît aux positions [27], soit 1 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-365-AB-85;Comparez les propositions au modèle.;"[""VP-365-AB-85"", ""PV-365-AB-86"", ""PV 365-AB-85"", ""PV-365-AB-85""]";PV-365-AB-85;La séquence correcte est « PV-365-AB-85 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-230-BA-57;Comparez les propositions au modèle.;"[""VP-230-BA-57"", ""PV-230-BA-57"", ""PV 230-BA-57"", ""PV-230-BA-58""]";PV-230-BA-57;La séquence correcte est « PV-230-BA-57 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 1 » contient la suite ?;Comptez uniquement le chiffre demandé.;3758712189158219721366633258;"[""5"", ""4"", ""6"", ""7""]";5;Le chiffre « 1 » apparaît aux positions [6, 8, 11, 15, 19], soit 5 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-212-AB-22;Comparez les propositions au modèle.;"[""PV 212-AB-22"", ""PV-212-AB-23"", ""VP-212-AB-22"", ""PV-212-AB-22""]";PV-212-AB-22;La séquence correcte est « PV-212-AB-22 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-597-AB-57;Comparez les propositions au modèle.;"[""PV 597-AB-57"", ""PV-597-AB-57"", ""VP-597-AB-57"", ""PV-597-AB-58""]";PV-597-AB-57;La séquence correcte est « PV-597-AB-57 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 6 » contient la suite ?;Comptez uniquement le chiffre demandé.;3423343659939827282;"[""1"", ""3"", ""2"", ""0""]";1;Le chiffre « 6 » apparaît aux positions [8], soit 1 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Combien de chiffres « 5 » contient la suite ?;Comptez uniquement le chiffre demandé.;747928944788397734189878;"[""-2"", ""1"", ""0"", ""2""]";0;Le chiffre « 5 » apparaît aux positions [], soit 0 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 1 » contient la suite ?;Comptez uniquement le chiffre demandé.;1612452933699179299296966;"[""2"", ""4"", ""5"", ""3""]";3;Le chiffre « 1 » apparaît aux positions [1, 3, 14], soit 3 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 1 » contient la suite ?;Comptez uniquement le chiffre demandé.;462551529683789737435418;"[""1"", ""4"", ""2"", ""3""]";2;Le chiffre « 1 » apparaît aux positions [6, 23], soit 2 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-728-AB-43;Comparez les propositions au modèle.;"[""VP-728-AB-43"", ""PV-728-AB-43"", ""PV-728-AB-44"", ""PV 728-AB-43""]";PV-728-AB-43;La séquence correcte est « PV-728-AB-43 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-774-CA-85;Comparez les propositions au modèle.;"[""VP-774-CA-85"", ""PV-774-CA-86"", ""PV 774-CA-85"", ""PV-774-CA-85""]";PV-774-CA-85;La séquence correcte est « PV-774-CA-85 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 9 » contient la suite ?;Comptez uniquement le chiffre demandé.;9714995635491635429793;"[""7"", ""8"", ""6"", ""5""]";6;Le chiffre « 9 » apparaît aux positions [1, 5, 6, 12, 19, 21], soit 6 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Combien de chiffres « 2 » contient la suite ?;Comptez uniquement le chiffre demandé.;4853368627427566932263923387121;"[""7"", ""8"", ""5"", ""6""]";6;Le chiffre « 2 » apparaît aux positions [9, 12, 19, 20, 24, 30], soit 6 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 5 » contient la suite ?;Comptez uniquement le chiffre demandé.;311293263281348772188;"[""2"", ""-3"", ""0"", ""1""]";0;Le chiffre « 5 » apparaît aux positions [], soit 0 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 2 » contient la suite ?;Comptez uniquement le chiffre demandé.;71544485889771662319168784;"[""3"", ""1"", ""2"", ""0""]";1;Le chiffre « 2 » apparaît aux positions [17], soit 1 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-385-AC-34;Comparez les propositions au modèle.;"[""PV-385-AC-34"", ""PV 385-AC-34"", ""VP-385-AC-34"", ""PV-385-AC-35""]";PV-385-AC-34;La séquence correcte est « PV-385-AC-34 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 5 » contient la suite ?;Comptez uniquement le chiffre demandé.;66598965491626862239125;"[""2"", ""3"", ""5"", ""4""]";3;Le chiffre « 5 » apparaît aux positions [3, 8, 23], soit 3 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-235-CA-72;Comparez les propositions au modèle.;"[""PV-235-CA-72"", ""PV-235-CA-73"", ""VP-235-CA-72"", ""PV 235-CA-72""]";PV-235-CA-72;La séquence correcte est « PV-235-CA-72 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-124-AB-71;Comparez les propositions au modèle.;"[""PV-124-AB-72"", ""VP-124-AB-71"", ""PV 124-AB-71"", ""PV-124-AB-71""]";PV-124-AB-71;La séquence correcte est « PV-124-AB-71 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-852-CA-34;Comparez les propositions au modèle.;"[""PV 852-CA-34"", ""PV-852-CA-35"", ""PV-852-CA-34"", ""VP-852-CA-34""]";PV-852-CA-34;La séquence correcte est « PV-852-CA-34 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 5 » contient la suite ?;Comptez uniquement le chiffre demandé.;3432235784279346575615;"[""6"", ""4"", ""5"", ""3""]";4;Le chiffre « 5 » apparaît aux positions [7, 17, 19, 22], soit 4 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-741-CA-42;Comparez les propositions au modèle.;"[""PV-741-CA-42"", ""PV-741-CA-43"", ""PV 741-CA-42"", ""VP-741-CA-42""]";PV-741-CA-42;La séquence correcte est « PV-741-CA-42 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-204-AC-64;Comparez les propositions au modèle.;"[""PV 204-AC-64"", ""VP-204-AC-64"", ""PV-204-AC-65"", ""PV-204-AC-64""]";PV-204-AC-64;La séquence correcte est « PV-204-AC-64 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Combien de chiffres « 5 » contient la suite ?;Comptez uniquement le chiffre demandé.;52288423894988145281275686647397;"[""2"", ""3"", ""5"", ""4""]";3;Le chiffre « 5 » apparaît aux positions [1, 17, 23], soit 3 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 6 » contient la suite ?;Comptez uniquement le chiffre demandé.;681743943583114662497388;"[""4"", ""5"", ""2"", ""3""]";3;Le chiffre « 6 » apparaît aux positions [1, 16, 17], soit 3 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 9 » contient la suite ?;Comptez uniquement le chiffre demandé.;828636866872865825297328;"[""2"", ""1"", ""3"", ""0""]";1;Le chiffre « 9 » apparaît aux positions [20], soit 1 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-362-CA-57;Comparez les propositions au modèle.;"[""VP-362-CA-57"", ""PV-362-CA-58"", ""PV-362-CA-57"", ""PV 362-CA-57""]";PV-362-CA-57;La séquence correcte est « PV-362-CA-57 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 7 » contient la suite ?;Comptez uniquement le chiffre demandé.;8927521797422598988212516;"[""4"", ""5"", ""2"", ""3""]";3;Le chiffre « 7 » apparaît aux positions [4, 8, 10], soit 3 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-770-BA-86;Comparez les propositions au modèle.;"[""VP-770-BA-86"", ""PV-770-BA-86"", ""PV 770-BA-86"", ""PV-770-BA-87""]";PV-770-BA-86;La séquence correcte est « PV-770-BA-86 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Combien de chiffres « 7 » contient la suite ?;Comptez uniquement le chiffre demandé.;35311975919463866762124394;"[""4"", ""1"", ""2"", ""3""]";2;Le chiffre « 7 » apparaît aux positions [7, 18], soit 2 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-216-AB-14;Comparez les propositions au modèle.;"[""PV 216-AB-14"", ""VP-216-AB-14"", ""PV-216-AB-15"", ""PV-216-AB-14""]";PV-216-AB-14;La séquence correcte est « PV-216-AB-14 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 5 » contient la suite ?;Comptez uniquement le chiffre demandé.;199627154761581161792387447535;"[""4"", ""5"", ""3"", ""6""]";4;Le chiffre « 5 » apparaît aux positions [8, 13, 28, 30], soit 4 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-485-AB-15;Comparez les propositions au modèle.;"[""VP-485-AB-15"", ""PV-485-AB-16"", ""PV-485-AB-15"", ""PV 485-AB-15""]";PV-485-AB-15;La séquence correcte est « PV-485-AB-15 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
