module;category;difficulty;sequence_text;prompt;options;answer;explanation;hint;is_active
psychotechnique;suites_logiques;Difficile;4, 5, 9, 14, 23, ?;Quel terme manque ?;"[""36"", ""37"", ""40"", ""38""]";37;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 37, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 23 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;77, 74, 71, 68, 65, ?;Quel terme manque ?;"[""63"", ""62"", ""64"", ""61""]";62;La règle est une soustraction constante de 3. Le terme manquant est donc 62, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 65 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;G, J, ?, P, S, V;Quel terme manque ?;"[""N"", ""L"", ""M"", ""O""]";M;La règle décale chaque lettre de 3 positions dans l'alphabet. Le terme manquant est donc M, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « J ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 3;true
psychotechnique;suites_logiques;Facile;15, 27, 39, 51, ?, 75;Quel terme manque ?;"[""65"", ""63"", ""62"", ""64""]";63;La règle est une progression arithmétique de +12. Le terme manquant est donc 63, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 51 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +12;true
psychotechnique;suites_logiques;Moyenne;9, 11, 22, 24, ?, 50;Quel terme manque ?;"[""49"", ""51"", ""47"", ""48""]";48;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 48, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 24 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Difficile;4, 8, 12, 20, 32, ?;Quel terme manque ?;"[""51"", ""54"", ""53"", ""52""]";52;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 52, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 32 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;77, 72, 67, 62, 57, ?;Quel terme manque ?;"[""51"", ""53"", ""52"", ""57""]";52;La règle est une soustraction constante de 5. Le terme manquant est donc 52, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 57 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;B, E, H, K, N, ?;Quel terme manque ?;"[""S"", ""Q"", ""P"", ""R""]";Q;La règle décale chaque lettre de 3 positions dans l'alphabet. Le terme manquant est donc Q, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « N ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 3;true
psychotechnique;suites_logiques;Difficile;2, 3, ?, 8, 13, 21;Quel terme manque ?;"[""8"", ""6"", ""5"", ""4""]";5;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 5, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 3 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;53, 48, 43, 38, ?, 28;Quel terme manque ?;"[""34"", ""33"", ""32"", ""38""]";33;La règle est une soustraction constante de 5. Le terme manquant est donc 33, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 38 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;B, E, H, K, ?, Q;Quel terme manque ?;"[""P"", ""M"", ""N"", ""O""]";N;La règle décale chaque lettre de 3 positions dans l'alphabet. Le terme manquant est donc N, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « K ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 3;true
psychotechnique;suites_logiques;Difficile;4, 8, 12, ?, 32, 52;Quel terme manque ?;"[""21"", ""19"", ""22"", ""20""]";20;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 20, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 12 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;75, 70, 65, ?, 55, 50;Quel terme manque ?;"[""59"", ""61"", ""65"", ""60""]";60;La règle est une soustraction constante de 5. Le terme manquant est donc 60, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 65 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;D, G, J, ?, P, S;Quel terme manque ?;"[""N"", ""O"", ""M"", ""L""]";M;La règle décale chaque lettre de 3 positions dans l'alphabet. Le terme manquant est donc M, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « J ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 3;true
psychotechnique;suites_logiques;Difficile;3, 8, 11, 19, 30, ?;Quel terme manque ?;"[""50"", ""52"", ""48"", ""49""]";49;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 49, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 30 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;7, ?, 31, 43, 55, 67;Quel terme manque ?;"[""19"", ""18"", ""20"", ""22""]";19;La règle est une progression arithmétique de +12. Le terme manquant est donc 19, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 7 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +12;true
psychotechnique;suites_logiques;Moyenne;7, 9, 18, 20, 40, ?;Quel terme manque ?;"[""43"", ""42"", ""47"", ""41""]";42;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 42, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 40 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Difficile;1, 8, ?, 17, 26, 43;Quel terme manque ?;"[""8"", ""12"", ""10"", ""9""]";9;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 9, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 8 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;5, ?, 125, 625, 3125, 15625;Quel terme manque ?;"[""26"", ""24"", ""27"", ""25""]";25;La règle est une multiplication par 5 à chaque étape. Le terme manquant est donc 25, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 5 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 5;true
psychotechnique;suites_logiques;Moyenne;7, 9, 18, 20, ?, 42;Quel terme manque ?;"[""42"", ""41"", ""39"", ""40""]";40;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 40, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 20 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Difficile;4, 4, 8, ?, 20, 32;Quel terme manque ?;"[""11"", ""17"", ""13"", ""12""]";12;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 12, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 8 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;4, 20, 100, 500, 2500, ?;Quel terme manque ?;"[""12500"", ""12499"", ""12505"", ""12501""]";12500;La règle est une multiplication par 5 à chaque étape. Le terme manquant est donc 12500, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 2500 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 5;true
psychotechnique;suites_logiques;Moyenne;6, ?, 14, 21, 30, 41;Quel terme manque ?;"[""14"", ""9"", ""8"", ""10""]";9;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 9, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 6 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;1, 7, 8, ?, 23, 38;Quel terme manque ?;"[""14"", ""16"", ""15"", ""20""]";15;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 15, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 8 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;87, 84, ?, 78, 75, 72;Quel terme manque ?;"[""83"", ""82"", ""80"", ""81""]";81;La règle est une soustraction constante de 3. Le terme manquant est donc 81, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 84 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;F, J, N, ?, V, Z;Quel terme manque ?;"[""T"", ""Q"", ""R"", ""S""]";R;La règle décale chaque lettre de 4 positions dans l'alphabet. Le terme manquant est donc R, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « N ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 4;true
psychotechnique;suites_logiques;Difficile;1, 6, ?, 13, 20, 33;Quel terme manque ?;"[""7"", ""6"", ""12"", ""8""]";7;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 7, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 6 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;54, ?, 44, 39, 34, 29;Quel terme manque ?;"[""48"", ""49"", ""51"", ""50""]";49;La règle est une soustraction constante de 5. Le terme manquant est donc 49, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 54 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;H, K, ?, Q, T, W;Quel terme manque ?;"[""N"", ""O"", ""P"", ""M""]";N;La règle décale chaque lettre de 3 positions dans l'alphabet. Le terme manquant est donc N, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « K ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 3;true
psychotechnique;suites_logiques;Difficile;2, 8, 10, 18, 28, ?;Quel terme manque ?;"[""45"", ""47"", ""51"", ""46""]";46;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 46, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 28 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;10, 15, ?, 25, 30, 35;Quel terme manque ?;"[""20"", ""21"", ""23"", ""19""]";20;La règle est une progression arithmétique de +5. Le terme manquant est donc 20, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 15 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +5;true
psychotechnique;suites_logiques;Moyenne;5, 8, 13, 20, 29, ?;Quel terme manque ?;"[""41"", ""39"", ""40"", ""45""]";40;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 40, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 29 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;3, ?, 7, 11, 18, 29;Quel terme manque ?;"[""6"", ""3"", ""5"", ""4""]";4;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 4, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 3 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;7, 10, 13, 16, 19, ?;Quel terme manque ?;"[""22"", ""25"", ""21"", ""23""]";22;La règle est une progression arithmétique de +3. Le terme manquant est donc 22, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 19 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +3;true
psychotechnique;suites_logiques;Moyenne;5, 7, 14, ?, 32, 34;Quel terme manque ?;"[""16"", ""15"", ""17"", ""18""]";16;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 16, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 14 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Facile;5, 15, 45, 135, ?, 1215;Quel terme manque ?;"[""408"", ""404"", ""406"", ""405""]";405;La règle est une multiplication par 3 à chaque étape. Le terme manquant est donc 405, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 135 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 3;true
psychotechnique;suites_logiques;Moyenne;4, 8, 14, ?, 32, 44;Quel terme manque ?;"[""23"", ""21"", ""25"", ""22""]";22;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 22, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 14 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;4, 4, ?, 12, 20, 32;Quel terme manque ?;"[""8"", ""7"", ""13"", ""9""]";8;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 8, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 4 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;51, 46, 41, ?, 31, 26;Quel terme manque ?;"[""35"", ""36"", ""39"", ""37""]";36;La règle est une soustraction constante de 5. Le terme manquant est donc 36, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 41 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;D, F, H, ?, L, N;Quel terme manque ?;"[""K"", ""L"", ""I"", ""J""]";J;La règle décale chaque lettre de 2 positions dans l'alphabet. Le terme manquant est donc J, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « H ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 2;true
psychotechnique;suites_logiques;Difficile;2, 6, 8, 14, 22, ?;Quel terme manque ?;"[""37"", ""36"", ""35"", ""41""]";36;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 36, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 22 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;3, 15, ?, 375, 1875, 9375;Quel terme manque ?;"[""76"", ""75"", ""78"", ""74""]";75;La règle est une multiplication par 5 à chaque étape. Le terme manquant est donc 75, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 15 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 5;true
psychotechnique;suites_logiques;Moyenne;3, 6, ?, 18, 27, 38;Quel terme manque ?;"[""11"", ""12"", ""10"", ""14""]";11;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 11, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 6 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Facile;73, 68, 63, ?, 53, 48;Quel terme manque ?;"[""58"", ""59"", ""57"", ""63""]";58;La règle est une soustraction constante de 5. Le terme manquant est donc 58, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 63 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;7, 9, ?, 20, 40, 42;Quel terme manque ?;"[""18"", ""23"", ""17"", ""19""]";18;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 18, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 9 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Difficile;3, 4, 7, 11, 18, ?;Quel terme manque ?;"[""34"", ""28"", ""30"", ""29""]";29;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 29, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 18 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;62, 59, 56, 53, 50, ?;Quel terme manque ?;"[""47"", ""48"", ""46"", ""52""]";47;La règle est une soustraction constante de 3. Le terme manquant est donc 47, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 50 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;8, 11, 16, 23, 32, ?;Quel terme manque ?;"[""44"", ""46"", ""42"", ""43""]";43;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 43, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 32 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;4, 6, 10, 16, ?, 42;Quel terme manque ?;"[""26"", ""27"", ""25"", ""28""]";26;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 26, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 16 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;5, ?, 20, 40, 80, 160;Quel terme manque ?;"[""11"", ""10"", ""9"", ""15""]";10;La règle est une multiplication par 2 à chaque étape. Le terme manquant est donc 10, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 5 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 2;true
psychotechnique;suites_logiques;Moyenne;3, 5, ?, 15, 23, 33;Quel terme manque ?;"[""10"", ""8"", ""14"", ""9""]";9;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 9, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 5 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;1, 8, 9, 17, 26, ?;Quel terme manque ?;"[""42"", ""44"", ""45"", ""43""]";43;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 43, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 26 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;83, ?, 73, 68, 63, 58;Quel terme manque ?;"[""77"", ""83"", ""78"", ""79""]";78;La règle est une soustraction constante de 5. Le terme manquant est donc 78, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 83 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;7, 15, ?, 63, 127, 255;Quel terme manque ?;"[""32"", ""31"", ""33"", ""30""]";31;La règle est : multiplier par 2 puis ajouter 1. Le terme manquant est donc 31, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 15 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;×2 puis +1;true
psychotechnique;suites_logiques;Difficile;2, 7, ?, 16, 25, 41;Quel terme manque ?;"[""9"", ""10"", ""12"", ""8""]";9;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 9, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 7 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;54, 51, 48, 45, 42, ?;Quel terme manque ?;"[""39"", ""41"", ""38"", ""40""]";39;La règle est une soustraction constante de 3. Le terme manquant est donc 39, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 42 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;3, 5, 10, 12, 24, ?;Quel terme manque ?;"[""27"", ""29"", ""25"", ""26""]";26;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 26, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 24 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Difficile;2, 8, ?, 18, 28, 46;Quel terme manque ?;"[""15"", ""10"", ""11"", ""9""]";10;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 10, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 8 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;17, 27, 37, ?, 57, 67;Quel terme manque ?;"[""48"", ""52"", ""47"", ""46""]";47;La règle est une progression arithmétique de +10. Le terme manquant est donc 47, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 37 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +10;true
psychotechnique;suites_logiques;Moyenne;2, 5, 10, 17, 26, ?;Quel terme manque ?;"[""37"", ""42"", ""38"", ""36""]";37;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 37, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 26 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Facile;1, 11, 21, 31, ?, 51;Quel terme manque ?;"[""41"", ""44"", ""42"", ""40""]";41;La règle est une progression arithmétique de +10. Le terme manquant est donc 41, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 31 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +10;true
psychotechnique;suites_logiques;Moyenne;5, 8, ?, 20, 29, 40;Quel terme manque ?;"[""12"", ""14"", ""16"", ""13""]";13;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 13, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 8 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;4, ?, 7, 10, 17, 27;Quel terme manque ?;"[""4"", ""3"", ""2"", ""5""]";3;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 3, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 4 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;56, ?, 50, 47, 44, 41;Quel terme manque ?;"[""53"", ""52"", ""54"", ""58""]";53;La règle est une soustraction constante de 3. Le terme manquant est donc 53, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 56 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;8, 10, 14, 20, 28, ?;Quel terme manque ?;"[""39"", ""41"", ""37"", ""38""]";38;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 38, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 28 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;4, 7, ?, 18, 29, 47;Quel terme manque ?;"[""10"", ""12"", ""11"", ""14""]";11;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 11, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 7 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;63, 58, 53, 48, 43, ?;Quel terme manque ?;"[""37"", ""41"", ""39"", ""38""]";38;La règle est une soustraction constante de 5. Le terme manquant est donc 38, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 43 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;C, G, K, O, S, ?;Quel terme manque ?;"[""W"", ""Y"", ""X"", ""V""]";W;La règle décale chaque lettre de 4 positions dans l'alphabet. Le terme manquant est donc W, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « S ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 4;true
