module;category;difficulty;question;expression;options;answer;explanation;hint;is_active
psychotechnique;calcul_mental;Moyenne;Combien font 186 + 329 ?;186 + 329;"[""515"", ""514"", ""516"", ""525""]";515;Le calcul à effectuer est 186 + 329, ce qui donne 515. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 2/8 de 224 ?;2/8 de 224;"[""56"", ""66"", ""55"", ""57""]";56;Le calcul à effectuer est 2/8 de 224, ce qui donne 56. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 70 - 37 ?;70 - 37;"[""43"", ""33"", ""34"", ""32""]";33;Le calcul à effectuer est 70 - 37, ce qui donne 33. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 939 - 196 ?;939 - 196;"[""742"", ""743"", ""753"", ""744""]";743;Le calcul à effectuer est 939 - 196, ce qui donne 743. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font 6/8 de 192 ?;6/8 de 192;"[""145"", ""154"", ""144"", ""143""]";144;Le calcul à effectuer est 6/8 de 192, ce qui donne 144. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 92 - 12 ?;92 - 12;"[""80"", ""79"", ""81"", ""90""]";80;Le calcul à effectuer est 92 - 12, ce qui donne 80. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 717 - 324 ?;717 - 324;"[""394"", ""392"", ""393"", ""403""]";393;Le calcul à effectuer est 717 - 324, ce qui donne 393. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font (47 × 8) - 80 ?;(47 × 8) - 80;"[""297"", ""306"", ""295"", ""296""]";296;Le calcul à effectuer est (47 × 8) - 80, ce qui donne 296. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 61 - 24 ?;61 - 24;"[""37"", ""47"", ""38"", ""36""]";37;Le calcul à effectuer est 61 - 24, ce qui donne 37. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 168 + 391 ?;168 + 391;"[""559"", ""560"", ""558"", ""569""]";559;Le calcul à effectuer est 168 + 391, ce qui donne 559. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 36 × 24 ?;36 × 24;"[""863"", ""874"", ""865"", ""864""]";864;Le calcul à effectuer est 36 × 24, ce qui donne 864. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 45 + 20 ?;45 + 20;"[""64"", ""75"", ""66"", ""65""]";65;Le calcul à effectuer est 45 + 20, ce qui donne 65. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 75 % de 80 ?;75 % de 80;"[""70"", ""61"", ""60"", ""59""]";60;Le calcul à effectuer est 75 % de 80, ce qui donne 60. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le pourcentage;true
psychotechnique;calcul_mental;Difficile;Combien font (34 × 9) - 36 ?;(34 × 9) - 36;"[""271"", ""280"", ""270"", ""269""]";270;Le calcul à effectuer est (34 × 9) - 36, ce qui donne 270. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 35 + 27 ?;35 + 27;"[""63"", ""62"", ""61"", ""72""]";62;Le calcul à effectuer est 35 + 27, ce qui donne 62. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 231 + 206 ?;231 + 206;"[""436"", ""437"", ""438"", ""447""]";437;Le calcul à effectuer est 231 + 206, ce qui donne 437. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 29 × 21 ?;29 × 21;"[""619"", ""610"", ""609"", ""608""]";609;Le calcul à effectuer est 29 × 21, ce qui donne 609. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 2 × 6 ?;2 × 6;"[""11"", ""12"", ""22"", ""13""]";12;Le calcul à effectuer est 2 × 6, ce qui donne 12. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 362 + 317 ?;362 + 317;"[""678"", ""679"", ""680"", ""689""]";679;Le calcul à effectuer est 362 + 317, ce qui donne 679. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 26 × 27 ?;26 × 27;"[""712"", ""702"", ""701"", ""703""]";702;Le calcul à effectuer est 26 × 27, ce qui donne 702. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 10 × 5 ?;10 × 5;"[""49"", ""51"", ""60"", ""50""]";50;Le calcul à effectuer est 10 × 5, ce qui donne 50. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 27 × 15 ?;27 × 15;"[""405"", ""406"", ""415"", ""404""]";405;Le calcul à effectuer est 27 × 15, ce qui donne 405. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font (45 × 5) - 72 ?;(45 × 5) - 72;"[""153"", ""152"", ""163"", ""154""]";153;Le calcul à effectuer est (45 × 5) - 72, ce qui donne 153. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 44 - 24 ?;44 - 24;"[""21"", ""19"", ""20"", ""30""]";20;Le calcul à effectuer est 44 - 24, ce qui donne 20. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 30 % de 200 ?;30 % de 200;"[""61"", ""60"", ""70"", ""59""]";60;Le calcul à effectuer est 30 % de 200, ce qui donne 60. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le pourcentage;true
psychotechnique;calcul_mental;Difficile;Combien font 3/4 de 128 ?;3/4 de 128;"[""106"", ""96"", ""95"", ""97""]";96;Le calcul à effectuer est 3/4 de 128, ce qui donne 96. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 12 + 25 ?;12 + 25;"[""36"", ""38"", ""47"", ""37""]";37;Le calcul à effectuer est 12 + 25, ce qui donne 37. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 719 - 421 ?;719 - 421;"[""297"", ""308"", ""299"", ""298""]";298;Le calcul à effectuer est 719 - 421, ce qui donne 298. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font 3/5 de 65 ?;3/5 de 65;"[""40"", ""39"", ""49"", ""38""]";39;Le calcul à effectuer est 3/5 de 65, ce qui donne 39. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 8 × 8 ?;8 × 8;"[""65"", ""74"", ""64"", ""63""]";64;Le calcul à effectuer est 8 × 8, ce qui donne 64. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 460 + 434 ?;460 + 434;"[""895"", ""894"", ""904"", ""893""]";894;Le calcul à effectuer est 460 + 434, ce qui donne 894. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 2/8 de 264 ?;2/8 de 264;"[""65"", ""76"", ""67"", ""66""]";66;Le calcul à effectuer est 2/8 de 264, ce qui donne 66. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 49 + 11 ?;49 + 11;"[""61"", ""70"", ""60"", ""59""]";60;Le calcul à effectuer est 49 + 11, ce qui donne 60. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 282 + 424 ?;282 + 424;"[""705"", ""707"", ""706"", ""716""]";706;Le calcul à effectuer est 282 + 424, ce qui donne 706. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 2/5 de 70 ?;2/5 de 70;"[""27"", ""28"", ""29"", ""38""]";28;Le calcul à effectuer est 2/5 de 70, ce qui donne 28. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 52 - 15 ?;52 - 15;"[""47"", ""36"", ""37"", ""38""]";37;Le calcul à effectuer est 52 - 15, ce qui donne 37. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 693 - 162 ?;693 - 162;"[""541"", ""531"", ""530"", ""532""]";531;Le calcul à effectuer est 693 - 162, ce qui donne 531. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font 3/8 de 192 ?;3/8 de 192;"[""71"", ""82"", ""73"", ""72""]";72;Le calcul à effectuer est 3/8 de 192, ce qui donne 72. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 12 / 3 ?;12 / 3;"[""14"", ""3"", ""4"", ""5""]";4;Le calcul à effectuer est 12 / 3, ce qui donne 4. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 127 + 341 ?;127 + 341;"[""468"", ""478"", ""467"", ""469""]";468;Le calcul à effectuer est 127 + 341, ce qui donne 468. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font (30 × 6) - 56 ?;(30 × 6) - 56;"[""123"", ""134"", ""124"", ""125""]";124;Le calcul à effectuer est (30 × 6) - 56, ce qui donne 124. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 91 - 38 ?;91 - 38;"[""52"", ""53"", ""63"", ""54""]";53;Le calcul à effectuer est 91 - 38, ce qui donne 53. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 675 - 294 ?;675 - 294;"[""381"", ""391"", ""382"", ""380""]";381;Le calcul à effectuer est 675 - 294, ce qui donne 381. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font 33 × 25 ?;33 × 25;"[""835"", ""824"", ""826"", ""825""]";825;Le calcul à effectuer est 33 × 25, ce qui donne 825. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 9 × 5 ?;9 × 5;"[""44"", ""46"", ""55"", ""45""]";45;Le calcul à effectuer est 9 × 5, ce qui donne 45. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 14 × 13 ?;14 × 13;"[""181"", ""182"", ""192"", ""183""]";182;Le calcul à effectuer est 14 × 13, ce qui donne 182. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font 23 × 19 ?;23 × 19;"[""437"", ""438"", ""436"", ""447""]";437;Le calcul à effectuer est 23 × 19, ce qui donne 437. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 6 × 5 ?;6 × 5;"[""31"", ""30"", ""40"", ""29""]";30;Le calcul à effectuer est 6 × 5, ce qui donne 30. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 16 × 12 ?;16 × 12;"[""193"", ""202"", ""192"", ""191""]";192;Le calcul à effectuer est 16 × 12, ce qui donne 192. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Facile;Combien font 89 - 13 ?;89 - 13;"[""77"", ""86"", ""76"", ""75""]";76;Le calcul à effectuer est 89 - 13, ce qui donne 76. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 20 × 14 ?;20 × 14;"[""280"", ""290"", ""281"", ""279""]";280;Le calcul à effectuer est 20 × 14, ce qui donne 280. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font (42 × 9) - 75 ?;(42 × 9) - 75;"[""303"", ""313"", ""302"", ""304""]";303;Le calcul à effectuer est (42 × 9) - 75, ce qui donne 303. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 91 - 21 ?;91 - 21;"[""71"", ""70"", ""80"", ""69""]";70;Le calcul à effectuer est 91 - 21, ce qui donne 70. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 595 - 316 ?;595 - 316;"[""289"", ""280"", ""279"", ""278""]";279;Le calcul à effectuer est 595 - 316, ce qui donne 279. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font 5/8 de 280 ?;5/8 de 280;"[""174"", ""175"", ""176"", ""185""]";175;Le calcul à effectuer est 5/8 de 280, ce qui donne 175. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 10 % de 120 ?;10 % de 120;"[""22"", ""12"", ""13"", ""11""]";12;Le calcul à effectuer est 10 % de 120, ce qui donne 12. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser moitié, quart ou dixième;true
psychotechnique;calcul_mental;Moyenne;Combien font 574 - 428 ?;574 - 428;"[""156"", ""147"", ""146"", ""145""]";146;Le calcul à effectuer est 574 - 428, ce qui donne 146. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font 2/3 de 90 ?;2/3 de 90;"[""61"", ""70"", ""60"", ""59""]";60;Le calcul à effectuer est 2/3 de 90, ce qui donne 60. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 25 % de 100 ?;25 % de 100;"[""35"", ""26"", ""24"", ""25""]";25;Le calcul à effectuer est 25 % de 100, ce qui donne 25. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser moitié, quart ou dixième;true
psychotechnique;calcul_mental;Moyenne;Combien font 29 × 14 ?;29 × 14;"[""407"", ""405"", ""406"", ""416""]";406;Le calcul à effectuer est 29 × 14, ce qui donne 406. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font 34 × 23 ?;34 × 23;"[""783"", ""781"", ""792"", ""782""]";782;Le calcul à effectuer est 34 × 23, ce qui donne 782. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 74 - 14 ?;74 - 14;"[""59"", ""61"", ""70"", ""60""]";60;Le calcul à effectuer est 74 - 14, ce qui donne 60. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 780 - 291 ?;780 - 291;"[""489"", ""490"", ""499"", ""488""]";489;Le calcul à effectuer est 780 - 291, ce qui donne 489. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font 4/8 de 176 ?;4/8 de 176;"[""87"", ""88"", ""98"", ""89""]";88;Le calcul à effectuer est 4/8 de 176, ce qui donne 88. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 47 - 25 ?;47 - 25;"[""21"", ""32"", ""23"", ""22""]";22;Le calcul à effectuer est 47 - 25, ce qui donne 22. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 201 + 267 ?;201 + 267;"[""478"", ""469"", ""468"", ""467""]";468;Le calcul à effectuer est 201 + 267, ce qui donne 468. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 3/4 de 92 ?;3/4 de 92;"[""79"", ""68"", ""70"", ""69""]";69;Le calcul à effectuer est 3/4 de 92, ce qui donne 69. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 5 × 10 ?;5 × 10;"[""49"", ""60"", ""51"", ""50""]";50;Le calcul à effectuer est 5 × 10, ce qui donne 50. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 582 - 166 ?;582 - 166;"[""415"", ""426"", ""416"", ""417""]";416;Le calcul à effectuer est 582 - 166, ce qui donne 416. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font (49 × 7) - 41 ?;(49 × 7) - 41;"[""301"", ""312"", ""302"", ""303""]";302;Le calcul à effectuer est (49 × 7) - 41, ce qui donne 302. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
